"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Zacatecas","100.00"
"Colima","100.00"
"Tlaxcala","100.00"
"Morelos","93.33"
"Querétaro","90.00"
"Michoacán de Ocampo","88.00"
"Durango","87.50"
"Nuevo León","83.53"
"Yucatán","74.07"
"San Luis Potosí","72.72"
"Ciudad de México","70.30"
"Aguascalientes","67.74"
"Oaxaca","67.39"
"Tabasco","67.07"
"Jalisco","66.31"
"Veracruz de Ignacio de La Llave","61.00"
"Puebla","60.43"
"Tamaulipas","60.00"
"México","59.74"
"Sinaloa","51.92"
"Hidalgo","51.28"
"Guanajuato","47.54"
"Sonora","40.54"
"Baja California Sur","40.00"
"Guerrero","35.21"
"Quintana Roo","33.33"
"Chihuahua","22.64"
"Baja California","19.35"
"Campeche","10.00"
"Chiapas","9.75"
"Nayarit","0.00"
