"Estado","% Ocupación"
"Quintana Roo","34.97"
"Baja California Sur","34.13"
"Durango","30.23"
"Tamaulipas","28.31"
"Tabasco","25.62"
"Nuevo León","25.16"
"Sonora","19.57"
"Yucatán","18.95"
"Nayarit","18.26"
"Colima","17.94"
"Veracruz de Ignacio de La Llave","17.72"
"Ciudad de México","17.24"
"Oaxaca","16.66"
"Sinaloa","16.58"
"Baja California","15.86"
"Chihuahua","15.19"
"Hidalgo","15.10"
"Jalisco","12.18"
"Aguascalientes","12.06"
"Guerrero","11.22"
"Puebla","10.89"
"México","10.70"
"Coahuila de Zaragoza","10.57"
"Michoacán de Ocampo","8.28"
"Campeche","7.79"
"Morelos","7.31"
"Tlaxcala","5.29"
"Zacatecas","4.95"
"Querétaro","4.53"
"Guanajuato","4.15"
"Chiapas","3.89"
"San Luis Potosí","3.23"
