"Estado","% Ocupación"
"Baja California","48.88"
"Quintana Roo","46.34"
"Aguascalientes","39.75"
"Sonora","36.74"
"Chihuahua","35.02"
"Puebla","31.28"
"Querétaro","29.96"
"Morelos","29.49"
"Guanajuato","29.41"
"Coahuila de Zaragoza","26.93"
"Jalisco","26.87"
"Durango","26.78"
"Nuevo León","26.54"
"Sinaloa","24.33"
"Oaxaca","23.61"
"Colima","23.14"
"Nayarit","23.07"
"Michoacán de Ocampo","21.10"
"San Luis Potosí","19.93"
"Ciudad de México","19.91"
"Tabasco","19.81"
"Tamaulipas","18.89"
"Veracruz de Ignacio de La Llave","18.46"
"Zacatecas","18.36"
"México","18.12"
"Hidalgo","16.61"
"Guerrero","15.46"
"Tlaxcala","12.93"
"Chiapas","7.92"
"Yucatán","7.08"
"Baja California Sur","5.85"
"Campeche","4.16"
