"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Aguascalientes","58.62"
"Querétaro","56.25"
"Chihuahua","54.83"
"Baja California","40.00"
"Puebla","31.25"
"Durango","30.43"
"Yucatán","28.57"
"Zacatecas","27.77"
"Sonora","26.82"
"Nuevo León","26.00"
"Michoacán de Ocampo","25.00"
"Tamaulipas","24.32"
"Ciudad de México","23.61"
"México","22.11"
"Tabasco","20.48"
"Guanajuato","16.98"
"Jalisco","16.02"
"Hidalgo","15.38"
"San Luis Potosí","13.15"
"Sinaloa","10.63"
"Veracruz de Ignacio de La Llave","10.00"
"Quintana Roo","2.27"
"Tlaxcala","0.00"
"Morelos","0.00"
"Colima","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
