"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","95.00"
"Durango","81.81"
"Zacatecas","75.00"
"Yucatán","73.07"
"Tabasco","65.85"
"Jalisco","63.47"
"Nuevo León","60.05"
"Ciudad de México","59.71"
"Guanajuato","58.82"
"Oaxaca","58.33"
"San Luis Potosí","58.00"
"Puebla","57.44"
"Aguascalientes","56.25"
"Tamaulipas","55.00"
"México","54.25"
"Michoacán de Ocampo","52.94"
"Tlaxcala","50.00"
"Veracruz de Ignacio de La Llave","38.27"
"Sonora","36.36"
"Sinaloa","28.76"
"Hidalgo","27.27"
"Coahuila de Zaragoza","27.27"
"Morelos","27.27"
"Quintana Roo","26.66"
"Chihuahua","20.89"
"Baja California","19.35"
"Guerrero","13.09"
"Campeche","10.00"
"Chiapas","9.52"
"Nayarit","0.00"
"Baja California Sur","0.00"
