"Estado","% Ocupación"
"Chihuahua","61.44"
"Baja California","51.54"
"Durango","42.65"
"Sonora","41.73"
"Aguascalientes","38.68"
"Coahuila de Zaragoza","32.60"
"Puebla","25.13"
"Guanajuato","24.76"
"Nuevo León","23.72"
"San Luis Potosí","21.40"
"Sinaloa","21.39"
"Jalisco","15.45"
"Querétaro","14.72"
"Quintana Roo","13.66"
"Oaxaca","12.38"
"Morelos","12.05"
"Hidalgo","11.92"
"Ciudad de México","11.74"
"México","11.48"
"Tamaulipas","11.08"
"Guerrero","10.19"
"Nayarit","9.89"
"Baja California Sur","9.74"
"Tlaxcala","9.73"
"Zacatecas","9.37"
"Veracruz de Ignacio de La Llave","8.78"
"Michoacán de Ocampo","8.54"
"Colima","8.03"
"Tabasco","5.22"
"Yucatán","3.36"
"Chiapas","2.24"
"Campeche","1.39"
