"Estado","% Ocupación"
"Baja California","40.99"
"Aguascalientes","37.09"
"Morelos","36.95"
"Jalisco","23.39"
"Tlaxcala","23.07"
"Nayarit","19.23"
"Colima","18.57"
"Oaxaca","18.42"
"Puebla","17.74"
"Tabasco","17.72"
"Durango","17.04"
"Sonora","16.66"
"Nuevo León","16.06"
"Ciudad de México","15.91"
"Michoacán de Ocampo","15.81"
"Zacatecas","15.74"
"Hidalgo","15.55"
"Chihuahua","14.75"
"Yucatán","14.72"
"Querétaro","14.34"
"Guanajuato","14.24"
"Veracruz de Ignacio de La Llave","13.43"
"Coahuila de Zaragoza","13.26"
"San Luis Potosí","11.85"
"México","11.75"
"Tamaulipas","11.68"
"Sinaloa","10.66"
"Campeche","6.61"
"Chiapas","5.97"
"Guerrero","5.31"
"Quintana Roo","4.21"
"Baja California Sur","3.57"
