"Estado","% Ocupación"
"Colima","100.00"
"Aguascalientes","91.30"
"Zacatecas","75.55"
"Durango","65.11"
"Chihuahua","65.00"
"Coahuila de Zaragoza","58.33"
"Querétaro","56.25"
"Nuevo León","52.65"
"Sinaloa","51.02"
"Jalisco","43.25"
"Guanajuato","43.13"
"Ciudad de México","42.85"
"Baja California","40.00"
"Hidalgo","30.76"
"Sonora","29.41"
"Puebla","29.41"
"San Luis Potosí","29.41"
"Tabasco","27.58"
"Veracruz de Ignacio de La Llave","25.42"
"México","23.48"
"Tamaulipas","19.67"
"Yucatán","16.66"
"Oaxaca","6.25"
"Campeche","3.33"
"Nayarit","0.00"
"Guerrero","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
