"Estado","% Ocupación"
"Baja California Sur","58.06"
"Sinaloa","55.05"
"Ciudad de México","52.82"
"Sonora","49.00"
"Nayarit","47.00"
"Oaxaca","42.58"
"Hidalgo","42.46"
"Quintana Roo","41.53"
"Guerrero","39.20"
"Veracruz de Ignacio de La Llave","36.67"
"Tamaulipas","36.10"
"Nuevo León","34.72"
"México","31.04"
"Durango","30.68"
"Jalisco","29.87"
"Tabasco","28.00"
"Colima","25.22"
"Yucatán","24.03"
"Tlaxcala","21.21"
"Baja California","20.40"
"Michoacán de Ocampo","19.37"
"Aguascalientes","19.19"
"Morelos","18.26"
"Querétaro","16.95"
"Chihuahua","14.09"
"Puebla","12.78"
"San Luis Potosí","11.73"
"Campeche","10.67"
"Zacatecas","9.90"
"Coahuila de Zaragoza","9.84"
"Chiapas","9.30"
"Guanajuato","5.21"
