"Estado","% Ocupación"
"Baja California Sur","69.62"
"Chihuahua","63.42"
"Durango","56.54"
"Coahuila de Zaragoza","55.13"
"Aguascalientes","53.95"
"Ciudad de México","52.82"
"San Luis Potosí","52.77"
"Zacatecas","52.04"
"Nuevo León","44.78"
"Sinaloa","43.65"
"Sonora","42.44"
"Baja California","39.04"
"Quintana Roo","36.27"
"Guanajuato","34.99"
"Tamaulipas","33.79"
"Jalisco","32.33"
"Nayarit","32.00"
"Puebla","30.68"
"Hidalgo","30.51"
"Oaxaca","25.53"
"Querétaro","22.89"
"México","20.25"
"Colima","19.13"
"Morelos","17.87"
"Guerrero","17.47"
"Veracruz de Ignacio de La Llave","17.19"
"Tabasco","15.50"
"Michoacán de Ocampo","11.38"
"Yucatán","8.79"
"Tlaxcala","8.10"
"Campeche","1.53"
"Chiapas","1.25"
