"Estado","% Ocupación"
"Nayarit","100.00"
"Michoacán de Ocampo","25.00"
"Sonora","10.00"
"Sinaloa","6.89"
"México","6.59"
"Zacatecas","5.26"
"Ciudad de México","2.56"
"Puebla","1.96"
"Jalisco","1.33"
"Nuevo León","0.79"
"Tabasco","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Aguascalientes","0.00"
"Morelos","0.00"
"Chihuahua","0.00"
"Colima","0.00"
"Guanajuato","0.00"
"Durango","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Yucatán","0.00"
