"Estado","% Ocupación"
"Morelos","100.00"
"Querétaro","90.00"
"Zacatecas","83.33"
"Colima","66.66"
"Aguascalientes","54.83"
"Baja California","50.00"
"Oaxaca","50.00"
"Puebla","46.77"
"Yucatán","40.74"
"Michoacán de Ocampo","40.00"
"Guanajuato","38.88"
"Durango","37.20"
"Sonora","34.48"
"México","33.88"
"San Luis Potosí","32.25"
"Tamaulipas","30.76"
"Tabasco","27.27"
"Jalisco","25.49"
"Nuevo León","23.75"
"Coahuila de Zaragoza","22.22"
"Chiapas","21.27"
"Ciudad de México","19.61"
"Veracruz de Ignacio de La Llave","19.23"
"Sinaloa","17.39"
"Chihuahua","13.63"
"Quintana Roo","12.50"
"Hidalgo","3.57"
"Guerrero","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
