"Estado","% Ocupación"
"Colima","90.47"
"Nayarit","69.44"
"Oaxaca","64.13"
"Ciudad de México","61.66"
"Nuevo León","60.31"
"Sinaloa","56.69"
"Durango","53.96"
"Yucatán","52.22"
"Guerrero","44.09"
"Baja California Sur","43.75"
"Sonora","43.39"
"Hidalgo","40.60"
"Jalisco","39.70"
"Tabasco","36.31"
"Veracruz de Ignacio de La Llave","36.15"
"Tlaxcala","34.48"
"México","31.16"
"San Luis Potosí","29.60"
"Michoacán de Ocampo","25.24"
"Querétaro","25.10"
"Tamaulipas","22.76"
"Morelos","20.75"
"Chiapas","20.65"
"Quintana Roo","20.00"
"Baja California","19.12"
"Puebla","17.67"
"Chihuahua","16.98"
"Zacatecas","15.50"
"Aguascalientes","13.17"
"Campeche","12.31"
"Coahuila de Zaragoza","11.64"
"Guanajuato","7.30"
