"Estado","% Ocupación"
"Yucatán","45.62"
"Baja California Sur","40.90"
"Tabasco","33.85"
"Colima","20.75"
"Sonora","20.00"
"Quintana Roo","19.83"
"Tamaulipas","17.64"
"Sinaloa","17.04"
"Nuevo León","16.24"
"Baja California","15.11"
"Ciudad de México","14.94"
"Oaxaca","12.58"
"Chihuahua","11.45"
"Nayarit","11.25"
"Michoacán de Ocampo","9.79"
"Coahuila de Zaragoza","9.35"
"Hidalgo","9.33"
"Tlaxcala","9.25"
"Veracruz de Ignacio de La Llave","8.95"
"Campeche","8.91"
"Puebla","8.16"
"Durango","7.57"
"Aguascalientes","7.57"
"México","6.89"
"Jalisco","6.76"
"Zacatecas","6.76"
"Guerrero","6.42"
"Chiapas","6.20"
"San Luis Potosí","6.16"
"Guanajuato","2.02"
"Morelos","1.75"
"Querétaro","1.55"
