"Estado","% Ocupación"
"Ciudad de México","60.30"
"Aguascalientes","60.00"
"Querétaro","56.25"
"Jalisco","50.00"
"Hidalgo","50.00"
"Nuevo León","38.51"
"Michoacán de Ocampo","37.50"
"Oaxaca","35.29"
"Puebla","33.89"
"Tamaulipas","33.82"
"San Luis Potosí","33.33"
"México","28.22"
"Coahuila de Zaragoza","27.27"
"Durango","26.66"
"Guanajuato","25.45"
"Tabasco","25.26"
"Sonora","25.00"
"Veracruz de Ignacio de La Llave","24.59"
"Chihuahua","21.62"
"Sinaloa","19.35"
"Zacatecas","16.66"
"Yucatán","16.00"
"Guerrero","11.42"
"Baja California","10.00"
"Campeche","3.33"
"Nayarit","0.00"
"Colima","0.00"
"Quintana Roo","0.00"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
