"Estado","% Ocupación"
"Colima","100.00"
"Zacatecas","93.75"
"Michoacán de Ocampo","90.00"
"Tlaxcala","87.50"
"Querétaro","85.71"
"Yucatán","81.48"
"Nuevo León","72.59"
"Durango","70.21"
"Oaxaca","69.56"
"Tamaulipas","68.93"
"Puebla","67.70"
"Ciudad de México","66.66"
"Jalisco","65.24"
"San Luis Potosí","64.15"
"Tabasco","62.62"
"Veracruz de Ignacio de La Llave","59.57"
"Aguascalientes","58.06"
"Guanajuato","55.35"
"Coahuila de Zaragoza","53.84"
"Sinaloa","53.00"
"México","51.78"
"Morelos","48.57"
"Sonora","44.68"
"Hidalgo","36.36"
"Quintana Roo","30.64"
"Guerrero","26.74"
"Baja California Sur","25.00"
"Chihuahua","21.53"
"Baja California","12.90"
"Chiapas","6.97"
"Campeche","6.66"
"Nayarit","0.00"
