"Estado","% Ocupación"
"Aguascalientes","42.65"
"Ciudad de México","42.22"
"Oaxaca","40.00"
"Colima","34.61"
"Querétaro","32.58"
"Baja California Sur","30.89"
"Nuevo León","30.76"
"Veracruz de Ignacio de La Llave","30.46"
"Chihuahua","28.94"
"Sonora","24.92"
"Jalisco","24.82"
"Hidalgo","24.10"
"México","24.08"
"Tamaulipas","22.85"
"Puebla","22.66"
"Guerrero","21.61"
"Coahuila de Zaragoza","21.42"
"Durango","20.78"
"Michoacán de Ocampo","20.74"
"Baja California","20.20"
"Morelos","19.76"
"Sinaloa","19.45"
"Guanajuato","19.12"
"Tlaxcala","19.08"
"San Luis Potosí","18.73"
"Zacatecas","17.60"
"Nayarit","17.43"
"Tabasco","11.68"
"Quintana Roo","8.28"
"Chiapas","7.74"
"Yucatán","5.91"
"Campeche","3.38"
