"Estado","% Ocupación"
"Baja California Sur","36.47"
"Quintana Roo","35.91"
"Durango","29.41"
"Tamaulipas","28.11"
"Tabasco","26.19"
"Nuevo León","24.79"
"Sonora","20.91"
"Yucatán","20.11"
"Sinaloa","18.69"
"Veracruz de Ignacio de La Llave","18.60"
"Nayarit","18.01"
"Ciudad de México","15.52"
"Oaxaca","14.97"
"Chihuahua","14.31"
"Colima","13.79"
"Jalisco","13.50"
"Aguascalientes","13.48"
"Baja California","13.20"
"Hidalgo","12.73"
"México","12.71"
"Coahuila de Zaragoza","11.11"
"Guerrero","9.89"
"Michoacán de Ocampo","9.17"
"Puebla","9.12"
"Campeche","6.82"
"Morelos","6.56"
"Querétaro","4.82"
"Zacatecas","4.44"
"Tlaxcala","4.02"
"Chiapas","3.87"
"Guanajuato","3.74"
"San Luis Potosí","3.49"
