"Estado","% Ocupación"
"Nuevo León","60.43"
"Nayarit","52.73"
"Puebla","51.46"
"Aguascalientes","50.21"
"Hidalgo","50.20"
"Ciudad de México","49.50"
"Chihuahua","48.00"
"Oaxaca","45.80"
"Coahuila de Zaragoza","43.93"
"Morelos","43.92"
"Zacatecas","43.75"
"Jalisco","43.75"
"México","43.24"
"Durango","42.85"
"Guerrero","42.00"
"Sonora","40.53"
"Veracruz de Ignacio de La Llave","39.66"
"Colima","39.56"
"Querétaro","39.16"
"Tamaulipas","38.84"
"San Luis Potosí","38.64"
"Guanajuato","37.90"
"Baja California","35.09"
"Sinaloa","34.33"
"Tlaxcala","27.41"
"Tabasco","27.17"
"Baja California Sur","26.94"
"Michoacán de Ocampo","25.83"
"Quintana Roo","15.45"
"Yucatán","13.57"
"Chiapas","8.23"
"Campeche","7.38"
