"Estado","% Ocupación"
"Baja California Sur","53.61"
"Yucatán","47.42"
"Sinaloa","46.63"
"Ciudad de México","38.74"
"Nuevo León","37.27"
"Nayarit","33.78"
"Colima","33.33"
"Sonora","29.78"
"Oaxaca","28.80"
"Tabasco","28.34"
"Guerrero","28.10"
"Jalisco","26.58"
"Veracruz de Ignacio de La Llave","25.29"
"México","24.72"
"Quintana Roo","21.77"
"Tamaulipas","19.89"
"Hidalgo","18.58"
"Durango","17.94"
"Campeche","17.60"
"Baja California","15.68"
"Michoacán de Ocampo","15.54"
"Chihuahua","12.57"
"Tlaxcala","12.12"
"Chiapas","11.42"
"Aguascalientes","8.53"
"Puebla","8.38"
"Querétaro","7.69"
"Coahuila de Zaragoza","5.82"
"San Luis Potosí","5.26"
"Morelos","5.00"
"Zacatecas","4.61"
"Guanajuato","3.03"
