"Estado","% Ocupación"
"Colima","89.10"
"Morelos","68.08"
"Hidalgo","66.66"
"Nayarit","66.12"
"Oaxaca","62.14"
"Nuevo León","60.98"
"Ciudad de México","60.95"
"Tlaxcala","60.21"
"Veracruz de Ignacio de La Llave","56.09"
"Tabasco","53.84"
"Jalisco","53.36"
"México","53.17"
"San Luis Potosí","48.27"
"Sonora","48.14"
"Aguascalientes","47.00"
"Durango","46.28"
"Guerrero","40.55"
"Michoacán de Ocampo","38.86"
"Puebla","36.99"
"Tamaulipas","36.88"
"Yucatán","36.57"
"Sinaloa","36.31"
"Querétaro","35.12"
"Zacatecas","32.33"
"Baja California Sur","29.41"
"Coahuila de Zaragoza","25.00"
"Baja California","23.55"
"Quintana Roo","23.17"
"Chiapas","20.32"
"Chihuahua","16.66"
"Campeche","16.41"
"Guanajuato","13.20"
