"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Querétaro","56.25"
"Aguascalientes","54.83"
"Chihuahua","41.17"
"Baja California","40.00"
"Michoacán de Ocampo","36.36"
"Durango","34.78"
"Zacatecas","33.33"
"Yucatán","28.57"
"Nuevo León","26.28"
"Ciudad de México","26.19"
"Tamaulipas","26.08"
"Guanajuato","23.40"
"Tabasco","23.07"
"Puebla","21.21"
"México","20.38"
"San Luis Potosí","18.75"
"Jalisco","17.83"
"Sinaloa","16.66"
"Colima","15.38"
"Hidalgo","15.38"
"Veracruz de Ignacio de La Llave","8.06"
"Guerrero","3.27"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Quintana Roo","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
