"Estado","% Ocupación"
"Nuevo León","57.04"
"Puebla","51.03"
"Tabasco","47.71"
"Morelos","47.01"
"Michoacán de Ocampo","47.00"
"Nayarit","45.89"
"Durango","44.52"
"Hidalgo","43.20"
"Veracruz de Ignacio de La Llave","42.67"
"Aguascalientes","41.06"
"Tlaxcala","41.04"
"San Luis Potosí","40.62"
"Sonora","40.00"
"Tamaulipas","39.47"
"Colima","37.80"
"Querétaro","36.91"
"Ciudad de México","36.19"
"México","36.07"
"Coahuila de Zaragoza","35.67"
"Oaxaca","34.86"
"Jalisco","33.85"
"Sinaloa","32.00"
"Baja California","30.93"
"Guerrero","30.36"
"Guanajuato","29.33"
"Quintana Roo","23.96"
"Zacatecas","23.15"
"Chihuahua","22.01"
"Yucatán","16.04"
"Campeche","12.77"
"Chiapas","10.63"
"Baja California Sur","7.27"
