"Estado","% Ocupación"
"Querétaro","100.00"
"Coahuila de Zaragoza","25.00"
"Puebla","12.82"
"Ciudad de México","9.40"
"Aguascalientes","9.09"
"México","8.54"
"Chihuahua","8.33"
"Jalisco","4.16"
"Yucatán","4.00"
"Campeche","3.33"
"Sinaloa","3.22"
"San Luis Potosí","2.94"
"Durango","2.85"
"Nuevo León","2.72"
"Veracruz de Ignacio de La Llave","2.27"
"Guanajuato","1.88"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Morelos","0.00"
"Sonora","0.00"
"Zacatecas","0.00"
"Baja California","0.00"
"Tlaxcala","0.00"
"Tabasco","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
