"Estado","% Ocupación"
"Baja California","39.49"
"Aguascalientes","30.43"
"Chihuahua","21.87"
"Jalisco","19.01"
"Morelos","18.18"
"Baja California Sur","17.94"
"Durango","17.07"
"Nuevo León","16.77"
"Ciudad de México","15.46"
"Tabasco","15.00"
"San Luis Potosí","14.40"
"Sonora","14.28"
"México","12.90"
"Guanajuato","12.89"
"Oaxaca","12.76"
"Hidalgo","12.59"
"Querétaro","12.17"
"Coahuila de Zaragoza","12.09"
"Zacatecas","11.71"
"Yucatán","11.28"
"Tlaxcala","11.26"
"Sinaloa","9.63"
"Michoacán de Ocampo","9.32"
"Puebla","9.09"
"Tamaulipas","9.04"
"Veracruz de Ignacio de La Llave","8.36"
"Nayarit","8.33"
"Colima","7.93"
"Chiapas","6.83"
"Quintana Roo","4.73"
"Campeche","4.13"
"Guerrero","3.86"
