"Estado","% Ocupación"
"Yucatán","49.10"
"Baja California Sur","45.07"
"Tabasco","34.19"
"Quintana Roo","19.83"
"Sinaloa","18.75"
"Sonora","18.56"
"Nuevo León","17.46"
"Tamaulipas","16.79"
"Colima","16.00"
"Oaxaca","16.00"
"Baja California","13.85"
"Ciudad de México","13.10"
"Nayarit","11.39"
"Campeche","11.00"
"Aguascalientes","10.23"
"Chihuahua","10.22"
"Durango","10.00"
"Michoacán de Ocampo","9.45"
"Hidalgo","9.02"
"Veracruz de Ignacio de La Llave","7.91"
"Jalisco","7.67"
"Tlaxcala","7.40"
"Coahuila de Zaragoza","6.99"
"Puebla","6.99"
"Chiapas","6.76"
"México","6.54"
"Zacatecas","6.01"
"Guerrero","5.85"
"San Luis Potosí","5.78"
"Guanajuato","2.07"
"Morelos","1.85"
"Querétaro","1.58"
