"Estado","% Ocupación"
"Puebla","44.45"
"Aguascalientes","41.37"
"Morelos","40.23"
"Tamaulipas","39.95"
"Chihuahua","37.56"
"Colima","36.95"
"Michoacán de Ocampo","36.70"
"Jalisco","36.34"
"Coahuila de Zaragoza","36.31"
"Nayarit","36.06"
"Veracruz de Ignacio de La Llave","35.37"
"Durango","35.33"
"Sonora","34.13"
"Ciudad de México","33.77"
"Guanajuato","32.86"
"México","32.75"
"Querétaro","32.72"
"Tabasco","31.93"
"Nuevo León","30.73"
"Oaxaca","30.13"
"Baja California","29.97"
"Tlaxcala","29.32"
"San Luis Potosí","29.18"
"Sinaloa","27.86"
"Quintana Roo","26.45"
"Hidalgo","25.64"
"Zacatecas","22.10"
"Guerrero","21.88"
"Yucatán","13.46"
"Chiapas","10.62"
"Baja California Sur","8.64"
"Campeche","7.85"
