"Estado","% Ocupación"
"Tlaxcala","50.00"
"Aguascalientes","16.00"
"Ciudad de México","15.09"
"Morelos","13.72"
"Nuevo León","12.27"
"Querétaro","12.00"
"Oaxaca","10.71"
"Veracruz de Ignacio de La Llave","10.31"
"Colima","9.25"
"México","7.64"
"Baja California Sur","7.27"
"Chihuahua","6.28"
"Puebla","5.80"
"Nayarit","5.71"
"Michoacán de Ocampo","5.52"
"Tamaulipas","5.29"
"Jalisco","5.05"
"Sonora","4.83"
"Baja California","4.26"
"San Luis Potosí","4.08"
"Yucatán","3.22"
"Hidalgo","2.97"
"Coahuila de Zaragoza","2.72"
"Zacatecas","2.70"
"Tabasco","2.65"
"Guanajuato","1.97"
"Guerrero","1.91"
"Chiapas","1.65"
"Durango","1.09"
"Sinaloa","0.90"
"Quintana Roo","0.63"
"Campeche","0.00"
