"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","75.00"
"Ciudad de México","74.82"
"Sinaloa","73.86"
"Nuevo León","72.97"
"Oaxaca","72.22"
"Durango","69.23"
"Querétaro","68.18"
"San Luis Potosí","67.24"
"Veracruz de Ignacio de La Llave","59.40"
"Jalisco","48.69"
"Puebla","46.25"
"Michoacán de Ocampo","46.15"
"Sonora","44.89"
"México","40.84"
"Tamaulipas","40.25"
"Aguascalientes","40.00"
"Zacatecas","38.88"
"Guerrero","37.64"
"Tabasco","37.20"
"Chihuahua","29.23"
"Quintana Roo","28.57"
"Coahuila de Zaragoza","28.57"
"Hidalgo","26.66"
"Guanajuato","18.96"
"Chiapas","18.75"
"Baja California","16.21"
"Campeche","13.33"
"Morelos","5.26"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
