"Estado","% Ocupación"
"Tlaxcala","57.89"
"Puebla","57.62"
"Nuevo León","53.91"
"Tabasco","52.60"
"Durango","52.46"
"Michoacán de Ocampo","50.18"
"Veracruz de Ignacio de La Llave","49.95"
"Aguascalientes","49.52"
"Hidalgo","46.93"
"Morelos","44.03"
"Oaxaca","41.85"
"Coahuila de Zaragoza","41.81"
"Colima","41.33"
"México","40.72"
"Querétaro","39.95"
"Jalisco","39.66"
"Tamaulipas","39.33"
"Guanajuato","39.09"
"Ciudad de México","38.97"
"Nayarit","36.86"
"San Luis Potosí","36.43"
"Sonora","36.19"
"Guerrero","35.84"
"Baja California","32.31"
"Zacatecas","25.80"
"Quintana Roo","23.48"
"Sinaloa","23.42"
"Yucatán","21.35"
"Chihuahua","17.89"
"Campeche","15.03"
"Chiapas","12.91"
"Baja California Sur","10.24"
