"Estado","% Ocupación"
"Baja California Sur","58.41"
"Yucatán","43.35"
"Tabasco","32.85"
"Colima","31.25"
"Sinaloa","26.31"
"Sonora","26.25"
"Tamaulipas","19.54"
"Quintana Roo","18.72"
"Nuevo León","18.03"
"Oaxaca","17.56"
"Ciudad de México","15.27"
"Nayarit","13.09"
"Tlaxcala","10.00"
"Durango","9.63"
"Aguascalientes","9.37"
"San Luis Potosí","8.82"
"Baja California","8.54"
"Jalisco","8.52"
"México","8.52"
"Veracruz de Ignacio de La Llave","8.45"
"Michoacán de Ocampo","8.37"
"Hidalgo","8.16"
"Campeche","8.13"
"Chihuahua","6.43"
"Guerrero","6.11"
"Puebla","5.33"
"Coahuila de Zaragoza","5.26"
"Chiapas","4.33"
"Zacatecas","3.12"
"Guanajuato","1.99"
"Querétaro","1.98"
"Morelos","0.00"
