"Estado","% Ocupación"
"Baja California","38.55"
"Aguascalientes","35.25"
"Morelos","26.76"
"Hidalgo","23.23"
"Nayarit","21.81"
"Jalisco","20.53"
"Puebla","19.47"
"Colima","19.44"
"Tlaxcala","19.40"
"Durango","19.23"
"Tabasco","18.10"
"Querétaro","16.74"
"Sonora","16.32"
"Oaxaca","16.09"
"Michoacán de Ocampo","15.81"
"Zacatecas","15.74"
"Chihuahua","15.67"
"Ciudad de México","15.55"
"Yucatán","15.51"
"Nuevo León","15.05"
"Guanajuato","14.08"
"Veracruz de Ignacio de La Llave","13.88"
"Tamaulipas","13.54"
"México","13.42"
"Sinaloa","12.32"
"San Luis Potosí","11.90"
"Coahuila de Zaragoza","9.90"
"Campeche","6.72"
"Quintana Roo","6.06"
"Chiapas","5.31"
"Guerrero","4.54"
"Baja California Sur","3.62"
