"Estado","% Ocupación"
"Chihuahua","68.57"
"Aguascalientes","59.37"
"Querétaro","56.25"
"Zacatecas","44.44"
"Durango","44.18"
"Puebla","28.88"
"Nuevo León","25.00"
"Sonora","25.00"
"Ciudad de México","22.22"
"Sinaloa","18.36"
"Michoacán de Ocampo","16.66"
"Tamaulipas","16.12"
"Jalisco","15.06"
"Yucatán","14.28"
"México","13.00"
"Guanajuato","12.72"
"San Luis Potosí","11.53"
"Tabasco","9.83"
"Veracruz de Ignacio de La Llave","8.16"
"Hidalgo","6.66"
"Chiapas","2.56"
"Guerrero","2.50"
"Quintana Roo","2.27"
"Baja California","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Coahuila de Zaragoza","0.00"
