"Estado","% Ocupación"
"Baja California Sur","7.14"
"Guerrero","5.00"
"Nuevo León","4.65"
"Nayarit","4.54"
"Ciudad de México","3.38"
"Chihuahua","3.06"
"Yucatán","3.05"
"Coahuila de Zaragoza","2.46"
"Querétaro","2.32"
"Jalisco","2.14"
"Baja California","2.13"
"Sonora","1.58"
"Tabasco","1.56"
"Sinaloa","1.44"
"Michoacán de Ocampo","1.36"
"Guanajuato","1.34"
"Veracruz de Ignacio de La Llave","1.32"
"Tamaulipas","0.81"
"México","0.66"
"Quintana Roo","0.66"
"Tlaxcala","0.00"
"San Luis Potosí","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Puebla","0.00"
"Campeche","0.00"
"Colima","0.00"
"Durango","0.00"
"Oaxaca","0.00"
