"Estado","% Ocupación"
"Puebla","70.14"
"Hidalgo","70.14"
"Tlaxcala","69.84"
"Durango","69.56"
"Oaxaca","64.57"
"Veracruz de Ignacio de La Llave","64.30"
"San Luis Potosí","64.19"
"Tabasco","62.83"
"Nuevo León","61.13"
"Aguascalientes","59.90"
"Ciudad de México","58.08"
"Colima","57.89"
"Morelos","56.41"
"México","54.29"
"Zacatecas","53.26"
"Michoacán de Ocampo","52.53"
"Jalisco","52.32"
"Tamaulipas","51.85"
"Querétaro","51.52"
"Sonora","48.93"
"Guerrero","46.78"
"Coahuila de Zaragoza","46.64"
"Nayarit","43.07"
"Quintana Roo","37.50"
"Guanajuato","35.43"
"Sinaloa","35.43"
"Baja California","29.54"
"Baja California Sur","26.90"
"Yucatán","19.72"
"Campeche","19.57"
"Chiapas","16.70"
"Chihuahua","15.78"
