"Estado","% Ocupación"
"Yucatán","46.95"
"Baja California Sur","38.88"
"Tabasco","33.68"
"Colima","22.64"
"Nuevo León","19.75"
"Quintana Roo","18.98"
"Tamaulipas","17.29"
"Sonora","16.77"
"Baja California","15.40"
"Sinaloa","15.31"
"Ciudad de México","13.22"
"Chihuahua","12.68"
"Nayarit","12.65"
"Michoacán de Ocampo","9.60"
"Veracruz de Ignacio de La Llave","9.55"
"Oaxaca","9.46"
"Aguascalientes","9.21"
"Puebla","8.69"
"Tlaxcala","8.33"
"Coahuila de Zaragoza","8.16"
"Guerrero","7.98"
"México","7.70"
"Zacatecas","7.57"
"Campeche","7.40"
"Durango","7.04"
"Chiapas","6.52"
"Hidalgo","5.96"
"Jalisco","5.41"
"San Luis Potosí","5.21"
"Querétaro","3.44"
"Morelos","1.96"
"Guanajuato","1.22"
