"Estado","% Ocupación"
"Ciudad de México","2.58"
"Hidalgo","2.56"
"Colima","1.88"
"Tabasco","1.80"
"Sonora","1.69"
"Yucatán","1.62"
"Jalisco","1.54"
"Sinaloa","1.21"
"San Luis Potosí","0.98"
"Michoacán de Ocampo","0.70"
"Tamaulipas","0.62"
"Nuevo León","0.60"
"México","0.21"
"Nayarit","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Guerrero","0.00"
"Guanajuato","0.00"
"Durango","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Tlaxcala","0.00"
"Puebla","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Chihuahua","0.00"
