"Estado","% Ocupación"
"Baja California","34.04"
"Aguascalientes","31.78"
"Oaxaca","22.95"
"Jalisco","21.49"
"Morelos","21.15"
"Ciudad de México","20.78"
"Tabasco","19.38"
"Colima","17.56"
"Nayarit","17.30"
"Sonora","16.85"
"Chihuahua","15.50"
"Puebla","15.38"
"Zacatecas","15.09"
"Tlaxcala","14.92"
"San Luis Potosí","14.28"
"Durango","14.28"
"Nuevo León","13.58"
"Guanajuato","13.24"
"Hidalgo","13.23"
"Querétaro","12.93"
"México","12.18"
"Michoacán de Ocampo","12.12"
"Veracruz de Ignacio de La Llave","11.71"
"Yucatán","11.28"
"Tamaulipas","8.21"
"Baja California Sur","7.97"
"Campeche","7.37"
"Quintana Roo","7.04"
"Sinaloa","6.53"
"Chiapas","6.52"
"Guerrero","5.88"
"Coahuila de Zaragoza","5.69"
