"Estado","% Ocupación"
"Nayarit","100.00"
"Colima","100.00"
"Durango","100.00"
"Zacatecas","94.44"
"Oaxaca","88.37"
"Sinaloa","78.12"
"Ciudad de México","76.81"
"Nuevo León","75.71"
"Querétaro","65.00"
"Michoacán de Ocampo","63.15"
"Yucatán","62.50"
"Jalisco","53.84"
"Veracruz de Ignacio de La Llave","51.64"
"Puebla","50.00"
"Hidalgo","50.00"
"México","48.97"
"San Luis Potosí","45.28"
"Tamaulipas","44.44"
"Guanajuato","42.30"
"Sonora","41.30"
"Aguascalientes","41.02"
"Guerrero","40.96"
"Tabasco","31.50"
"Quintana Roo","30.15"
"Chihuahua","27.69"
"Baja California Sur","25.00"
"Coahuila de Zaragoza","21.73"
"Chiapas","18.36"
"Campeche","6.25"
"Baja California","5.55"
"Morelos","4.34"
"Tlaxcala","0.00"
