"Estado","% Ocupación"
"Colima","79.24"
"Tlaxcala","70.23"
"Hidalgo","67.36"
"Nuevo León","64.43"
"Veracruz de Ignacio de La Llave","63.31"
"Ciudad de México","63.31"
"Jalisco","62.98"
"Nayarit","62.68"
"Oaxaca","62.59"
"Tabasco","57.34"
"San Luis Potosí","47.55"
"México","47.55"
"Morelos","45.58"
"Aguascalientes","45.21"
"Durango","44.76"
"Michoacán de Ocampo","40.88"
"Tamaulipas","39.54"
"Guerrero","37.33"
"Puebla","37.03"
"Yucatán","37.03"
"Sonora","35.93"
"Sinaloa","34.19"
"Zacatecas","31.11"
"Baja California Sur","30.38"
"Coahuila de Zaragoza","28.00"
"Baja California","25.20"
"Querétaro","24.75"
"Quintana Roo","19.08"
"Chihuahua","18.40"
"Chiapas","18.02"
"Campeche","14.70"
"Guanajuato","12.97"
