"Estado","% Ocupación"
"Nayarit","100.00"
"Yucatán","82.14"
"Sinaloa","48.78"
"Sonora","44.00"
"Oaxaca","41.17"
"Tabasco","39.47"
"Veracruz de Ignacio de La Llave","39.00"
"Nuevo León","37.73"
"Tamaulipas","35.95"
"Quintana Roo","33.33"
"Querétaro","31.81"
"Ciudad de México","31.04"
"México","28.72"
"Coahuila de Zaragoza","28.57"
"Baja California Sur","25.00"
"Durango","21.87"
"Guerrero","20.68"
"Puebla","20.58"
"Aguascalientes","20.00"
"Campeche","16.12"
"Jalisco","15.63"
"Chihuahua","14.06"
"Hidalgo","13.33"
"Zacatecas","11.11"
"Baja California","10.81"
"Guanajuato","10.00"
"Michoacán de Ocampo","7.69"
"Chiapas","2.12"
"Colima","0.00"
"San Luis Potosí","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
