"Estado","% Ocupación"
"Colima","73.68"
"Ciudad de México","54.32"
"Sinaloa","53.12"
"Yucatán","47.25"
"Baja California Sur","46.98"
"Nuevo León","46.65"
"Oaxaca","41.37"
"Nayarit","39.02"
"Sonora","36.80"
"Guerrero","34.25"
"Durango","34.04"
"Jalisco","30.18"
"Tabasco","29.84"
"Veracruz de Ignacio de La Llave","29.16"
"México","29.09"
"Hidalgo","28.81"
"Tamaulipas","24.77"
"Michoacán de Ocampo","20.19"
"Baja California","18.36"
"Quintana Roo","18.22"
"Morelos","15.15"
"Tlaxcala","15.00"
"Chiapas","13.70"
"Puebla","12.92"
"Chihuahua","11.58"
"Campeche","11.18"
"Querétaro","9.58"
"Aguascalientes","6.18"
"San Luis Potosí","5.60"
"Zacatecas","4.68"
"Guanajuato","4.49"
"Coahuila de Zaragoza","3.57"
