"Estado","% Ocupación"
"Nuevo León","20.84"
"Aguascalientes","13.51"
"Chihuahua","11.47"
"Durango","11.11"
"Sinaloa","8.10"
"Oaxaca","6.55"
"Tlaxcala","6.38"
"Tamaulipas","6.17"
"Sonora","5.31"
"Baja California Sur","4.54"
"Veracruz de Ignacio de La Llave","4.34"
"Guerrero","3.28"
"Hidalgo","3.20"
"Puebla","3.19"
"Ciudad de México","3.08"
"Jalisco","2.98"
"Coahuila de Zaragoza","2.56"
"México","2.38"
"Zacatecas","2.17"
"Colima","2.00"
"Guanajuato","1.08"
"Baja California","1.03"
"San Luis Potosí","0.89"
"Tabasco","0.80"
"Yucatán","0.77"
"Quintana Roo","0.75"
"Michoacán de Ocampo","0.52"
"Chiapas","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Morelos","0.00"
"Nayarit","0.00"
