"Estado","% Ocupación"
"Baja California Sur","56.12"
"Quintana Roo","40.00"
"Tamaulipas","35.28"
"Sinaloa","34.42"
"Sonora","33.76"
"Ciudad de México","26.30"
"Yucatán","25.60"
"Tabasco","25.36"
"Durango","22.36"
"Nayarit","21.10"
"Nuevo León","19.77"
"Veracruz de Ignacio de La Llave","19.13"
"Oaxaca","18.28"
"Aguascalientes","18.10"
"Baja California","16.30"
"Hidalgo","15.27"
"Colima","14.43"
"Coahuila de Zaragoza","13.65"
"Jalisco","12.91"
"México","12.32"
"Campeche","12.00"
"Morelos","11.76"
"Puebla","11.39"
"San Luis Potosí","10.13"
"Guerrero","7.83"
"Chihuahua","7.57"
"Chiapas","6.36"
"Michoacán de Ocampo","6.33"
"Querétaro","5.39"
"Tlaxcala","4.27"
"Zacatecas","3.96"
"Guanajuato","3.28"
