"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","67.85"
"Oaxaca","66.66"
"Querétaro","63.63"
"Coahuila de Zaragoza","60.00"
"Sinaloa","58.51"
"Nuevo León","58.37"
"Sonora","50.00"
"Baja California Sur","50.00"
"Veracruz de Ignacio de La Llave","49.49"
"Guerrero","41.30"
"Tabasco","38.55"
"Michoacán de Ocampo","35.71"
"Aguascalientes","35.00"
"Ciudad de México","33.10"
"Quintana Roo","32.81"
"México","31.85"
"Puebla","29.68"
"Jalisco","28.38"
"Tamaulipas","25.88"
"Baja California","18.91"
"Durango","18.75"
"Zacatecas","16.66"
"Campeche","16.12"
"San Luis Potosí","12.00"
"Guanajuato","10.52"
"Chihuahua","5.76"
"Chiapas","2.12"
"Tlaxcala","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
"Nayarit","0.00"
