"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","81.48"
"Oaxaca","50.00"
"Sonora","45.45"
"Tamaulipas","40.62"
"Tabasco","34.44"
"Quintana Roo","33.33"
"Hidalgo","33.33"
"Sinaloa","29.72"
"Nuevo León","28.68"
"Querétaro","27.27"
"Veracruz de Ignacio de La Llave","25.55"
"México","23.65"
"Ciudad de México","21.80"
"Puebla","21.73"
"Zacatecas","16.66"
"Campeche","15.62"
"San Luis Potosí","15.38"
"Baja California Sur","14.28"
"Jalisco","13.65"
"Aguascalientes","12.90"
"Durango","12.50"
"Baja California","10.86"
"Guanajuato","10.00"
"Chihuahua","8.77"
"Michoacán de Ocampo","7.69"
"Guerrero","5.12"
"Chiapas","2.12"
"Morelos","0.00"
"Coahuila de Zaragoza","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
