"Estado","% Ocupación"
"Aguascalientes","13.88"
"Sinaloa","11.82"
"Chihuahua","10.93"
"Oaxaca","10.86"
"Colima","9.67"
"Nayarit","7.50"
"Nuevo León","7.46"
"Baja California Sur","7.14"
"Tamaulipas","6.64"
"Tlaxcala","6.25"
"Ciudad de México","5.78"
"Zacatecas","5.26"
"Durango","4.65"
"Jalisco","4.28"
"Quintana Roo","3.70"
"Veracruz de Ignacio de La Llave","3.18"
"Morelos","3.03"
"Coahuila de Zaragoza","2.85"
"Guerrero","2.56"
"Guanajuato","2.35"
"Hidalgo","2.14"
"Michoacán de Ocampo","1.92"
"Tabasco","1.76"
"Puebla","1.69"
"Sonora","1.61"
"Querétaro","1.06"
"San Luis Potosí","0.94"
"México","0.89"
"Yucatán","0.87"
"Baja California","0.48"
"Chiapas","0.00"
"Campeche","0.00"
