"Estado","% Ocupación"
"Colima","100.00"
"Nayarit","100.00"
"Yucatán","74.07"
"Oaxaca","50.00"
"Sinaloa","48.80"
"Sonora","46.66"
"Tabasco","46.29"
"Veracruz de Ignacio de La Llave","40.00"
"Coahuila de Zaragoza","40.00"
"Hidalgo","37.50"
"Querétaro","36.36"
"México","35.65"
"Nuevo León","35.03"
"Tamaulipas","32.92"
"Ciudad de México","30.08"
"Quintana Roo","28.57"
"Aguascalientes","26.66"
"Puebla","20.58"
"Guerrero","18.96"
"Durango","18.75"
"Jalisco","16.93"
"Campeche","16.12"
"Chihuahua","15.62"
"Guanajuato","12.28"
"Zacatecas","11.11"
"Baja California","10.81"
"Michoacán de Ocampo","7.69"
"Chiapas","2.12"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
