"Estado","% Ocupación"
"Aguascalientes","69.11"
"Chihuahua","49.74"
"Colima","41.17"
"Jalisco","40.42"
"Ciudad de México","37.60"
"Baja California","35.19"
"Zacatecas","34.75"
"Hidalgo","34.37"
"Morelos","33.84"
"Nayarit","32.07"
"Nuevo León","30.81"
"Durango","28.05"
"Baja California Sur","27.63"
"Coahuila de Zaragoza","27.11"
"Sonora","26.94"
"Querétaro","25.79"
"San Luis Potosí","24.00"
"Tamaulipas","23.27"
"Puebla","23.20"
"México","22.42"
"Oaxaca","20.31"
"Veracruz de Ignacio de La Llave","18.58"
"Sinaloa","18.47"
"Tlaxcala","17.91"
"Tabasco","16.75"
"Yucatán","15.47"
"Guanajuato","13.35"
"Quintana Roo","12.34"
"Michoacán de Ocampo","11.48"
"Guerrero","8.04"
"Chiapas","2.62"
"Campeche","1.83"
