"Estado","% Ocupación"
"Colima","100.00"
"Zacatecas","100.00"
"Querétaro","89.47"
"Puebla","67.04"
"Yucatán","66.66"
"Aguascalientes","65.62"
"Michoacán de Ocampo","61.53"
"Tabasco","52.77"
"México","50.00"
"Guanajuato","44.64"
"Tamaulipas","44.56"
"Jalisco","44.09"
"Veracruz de Ignacio de La Llave","43.93"
"Ciudad de México","43.78"
"Chihuahua","37.50"
"Nuevo León","32.86"
"Durango","32.07"
"Sonora","30.30"
"San Luis Potosí","30.18"
"Oaxaca","28.00"
"Sinaloa","27.45"
"Chiapas","23.40"
"Morelos","21.73"
"Baja California","16.12"
"Hidalgo","15.15"
"Tlaxcala","12.50"
"Quintana Roo","11.32"
"Coahuila de Zaragoza","10.00"
"Guerrero","3.57"
"Campeche","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
