"Estado","% Ocupación"
"Baja California","46.06"
"Aguascalientes","42.74"
"Sonora","40.34"
"Chihuahua","39.05"
"Durango","35.05"
"Puebla","34.36"
"Coahuila de Zaragoza","32.32"
"Guanajuato","31.81"
"Sinaloa","28.38"
"Nuevo León","27.99"
"Jalisco","25.48"
"Nayarit","25.45"
"Oaxaca","23.29"
"San Luis Potosí","22.62"
"Morelos","22.27"
"Querétaro","22.10"
"Tamaulipas","20.89"
"Colima","17.91"
"México","17.74"
"Hidalgo","16.72"
"Veracruz de Ignacio de La Llave","14.93"
"Guerrero","14.80"
"Quintana Roo","14.54"
"Ciudad de México","14.33"
"Michoacán de Ocampo","13.64"
"Tabasco","13.12"
"Tlaxcala","12.50"
"Zacatecas","9.18"
"Chiapas","7.25"
"Yucatán","6.91"
"Campeche","4.27"
"Baja California Sur","3.18"
