"Estado","% Ocupación"
"Puebla","66.11"
"Veracruz de Ignacio de La Llave","63.14"
"Durango","62.75"
"Tlaxcala","58.91"
"Hidalgo","57.42"
"Tabasco","55.33"
"Oaxaca","53.41"
"Aguascalientes","53.17"
"Nuevo León","52.54"
"Morelos","51.24"
"México","51.08"
"Colima","50.26"
"Ciudad de México","50.05"
"Zacatecas","48.91"
"San Luis Potosí","48.01"
"Querétaro","45.00"
"Michoacán de Ocampo","44.27"
"Sonora","43.02"
"Tamaulipas","42.09"
"Jalisco","41.60"
"Coahuila de Zaragoza","41.35"
"Nayarit","39.18"
"Guanajuato","33.69"
"Guerrero","32.37"
"Quintana Roo","29.14"
"Baja California","27.38"
"Sinaloa","26.87"
"Campeche","20.96"
"Yucatán","19.77"
"Chiapas","18.14"
"Baja California Sur","16.27"
"Chihuahua","15.84"
