"Estado","% Ocupación"
"Oaxaca","16.66"
"Nuevo León","13.44"
"Aguascalientes","10.81"
"Baja California Sur","9.85"
"Tamaulipas","9.12"
"Colima","6.77"
"Durango","6.66"
"Chihuahua","6.55"
"Sinaloa","6.25"
"Nayarit","5.40"
"Sonora","4.90"
"Veracruz de Ignacio de La Llave","4.87"
"Hidalgo","4.82"
"Guerrero","3.57"
"Jalisco","3.46"
"Morelos","3.27"
"Ciudad de México","3.08"
"Querétaro","2.94"
"Zacatecas","2.56"
"Guanajuato","2.48"
"Tabasco","2.42"
"Puebla","2.32"
"Quintana Roo","2.22"
"Coahuila de Zaragoza","2.14"
"Tlaxcala","2.12"
"México","1.80"
"Baja California","1.69"
"Michoacán de Ocampo","1.34"
"San Luis Potosí","1.33"
"Yucatán","0.32"
"Chiapas","0.00"
"Campeche","0.00"
