"Estado","% Ocupación"
"Colima","66.66"
"Coahuila de Zaragoza","66.66"
"Aguascalientes","59.37"
"Querétaro","56.25"
"Chihuahua","45.45"
"Yucatán","42.85"
"Michoacán de Ocampo","40.00"
"Puebla","37.25"
"Sonora","28.88"
"Nuevo León","27.35"
"Durango","25.58"
"Zacatecas","22.22"
"Tamaulipas","21.05"
"Ciudad de México","20.71"
"Jalisco","20.00"
"México","18.26"
"Tabasco","18.07"
"Guanajuato","15.87"
"Baja California","14.28"
"San Luis Potosí","13.15"
"Sinaloa","12.00"
"Veracruz de Ignacio de La Llave","9.30"
"Hidalgo","7.69"
"Guerrero","3.03"
"Quintana Roo","2.22"
"Chiapas","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
