"Estado","% Ocupación"
"Oaxaca","5.00"
"Sonora","4.91"
"Chihuahua","3.92"
"Yucatán","3.22"
"Tamaulipas","3.14"
"Ciudad de México","2.59"
"Aguascalientes","2.56"
"Sinaloa","2.50"
"Guerrero","2.08"
"Querétaro","1.66"
"Campeche","1.63"
"Nuevo León","1.21"
"México","1.09"
"Jalisco","0.70"
"Michoacán de Ocampo","0.69"
"Guanajuato","0.45"
"Coahuila de Zaragoza","0.00"
"Puebla","0.00"
"Tabasco","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"San Luis Potosí","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Colima","0.00"
"Durango","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Baja California Sur","0.00"
