"Estado","% Ocupación"
"Baja California","36.94"
"Aguascalientes","32.98"
"Chihuahua","29.62"
"Sonora","21.85"
"Puebla","18.36"
"Durango","16.45"
"Coahuila de Zaragoza","14.08"
"Tlaxcala","14.08"
"Nuevo León","14.06"
"Jalisco","13.81"
"Ciudad de México","13.52"
"Querétaro","13.48"
"Yucatán","12.90"
"México","10.71"
"Colima","10.41"
"Hidalgo","9.75"
"Michoacán de Ocampo","9.52"
"Nayarit","9.09"
"Morelos","8.69"
"Tabasco","8.48"
"San Luis Potosí","8.27"
"Tamaulipas","7.73"
"Zacatecas","7.33"
"Guanajuato","6.85"
"Oaxaca","5.97"
"Sinaloa","5.12"
"Veracruz de Ignacio de La Llave","3.98"
"Quintana Roo","2.92"
"Baja California Sur","2.58"
"Chiapas","1.50"
"Guerrero","1.06"
"Campeche","0.00"
