"Estado","% Ocupación"
"Morelos","58.62"
"Aguascalientes","46.66"
"Tabasco","45.22"
"Veracruz de Ignacio de La Llave","42.54"
"Tlaxcala","40.98"
"Nuevo León","40.31"
"Jalisco","36.90"
"Puebla","35.51"
"Ciudad de México","35.10"
"Tamaulipas","34.23"
"Yucatán","33.51"
"Michoacán de Ocampo","33.33"
"Baja California","32.08"
"Querétaro","31.80"
"Hidalgo","31.28"
"Durango","30.90"
"México","30.51"
"Colima","30.35"
"Oaxaca","27.46"
"Nayarit","25.28"
"San Luis Potosí","24.71"
"Sonora","23.56"
"Coahuila de Zaragoza","23.40"
"Zacatecas","20.30"
"Chihuahua","20.23"
"Guanajuato","17.46"
"Chiapas","16.36"
"Guerrero","15.06"
"Sinaloa","12.88"
"Baja California Sur","12.08"
"Quintana Roo","8.58"
"Campeche","8.14"
