"Estado","% Ocupación"
"Yucatán","77.27"
"Durango","69.23"
"Querétaro","68.18"
"Nuevo León","65.91"
"Oaxaca","63.63"
"Sinaloa","63.15"
"Veracruz de Ignacio de La Llave","62.13"
"Michoacán de Ocampo","61.11"
"Guerrero","58.69"
"Sonora","53.12"
"Ciudad de México","51.07"
"Baja California Sur","50.00"
"Aguascalientes","47.61"
"Puebla","46.66"
"México","44.26"
"Jalisco","43.84"
"Tamaulipas","41.33"
"Coahuila de Zaragoza","40.00"
"Tabasco","37.28"
"San Luis Potosí","32.35"
"Quintana Roo","27.41"
"Chihuahua","25.00"
"Hidalgo","20.00"
"Chiapas","18.75"
"Zacatecas","16.66"
"Baja California","16.66"
"Campeche","16.66"
"Guanajuato","14.28"
"Tlaxcala","0.00"
"Colima","0.00"
"Morelos","0.00"
"Nayarit","0.00"
