"Estado","% Ocupación"
"Nuevo León","22.45"
"Aguascalientes","18.91"
"Chihuahua","17.20"
"Sinaloa","10.85"
"Colima","10.00"
"Durango","9.09"
"Coahuila de Zaragoza","7.82"
"Baja California Sur","6.66"
"Sonora","6.21"
"Tamaulipas","6.15"
"Hidalgo","5.08"
"Jalisco","4.86"
"Ciudad de México","4.65"
"Guanajuato","4.25"
"Veracruz de Ignacio de La Llave","4.14"
"Puebla","3.93"
"Morelos","3.84"
"Zacatecas","3.37"
"Baja California","3.34"
"Guerrero","3.31"
"Querétaro","3.12"
"México","3.05"
"Tlaxcala","2.12"
"Yucatán","1.83"
"San Luis Potosí","1.78"
"Michoacán de Ocampo","1.62"
"Oaxaca","1.53"
"Quintana Roo","1.52"
"Chiapas","1.03"
"Campeche","0.68"
"Tabasco","0.00"
"Nayarit","0.00"
