"Estado","% Ocupación"
"Puebla","46.67"
"Ciudad de México","39.80"
"Aguascalientes","38.83"
"Hidalgo","38.81"
"Oaxaca","38.52"
"Nuevo León","36.78"
"Sonora","36.52"
"Querétaro","36.12"
"Chihuahua","35.67"
"Jalisco","34.27"
"Veracruz de Ignacio de La Llave","34.26"
"Colima","32.71"
"Tamaulipas","32.38"
"Nayarit","32.14"
"Durango","31.33"
"Morelos","31.29"
"Baja California Sur","29.82"
"México","28.65"
"Guerrero","28.45"
"Coahuila de Zaragoza","27.48"
"Sinaloa","26.79"
"Guanajuato","24.93"
"Baja California","24.35"
"San Luis Potosí","22.12"
"Michoacán de Ocampo","20.93"
"Zacatecas","20.00"
"Tlaxcala","19.53"
"Tabasco","15.18"
"Quintana Roo","11.04"
"Yucatán","9.05"
"Chiapas","7.09"
"Campeche","4.48"
