"Estado","% Ocupación"
"Oaxaca","15.55"
"Nuevo León","15.30"
"Aguascalientes","11.42"
"Colima","9.83"
"Tamaulipas","8.08"
"Chihuahua","7.14"
"Sinaloa","6.59"
"Durango","6.38"
"Baja California Sur","4.47"
"Sonora","4.00"
"Querétaro","3.92"
"Hidalgo","3.59"
"Ciudad de México","3.02"
"Veracruz de Ignacio de La Llave","2.96"
"Quintana Roo","2.94"
"Nayarit","2.77"
"Zacatecas","2.56"
"Coahuila de Zaragoza","2.52"
"Jalisco","2.42"
"Tabasco","2.24"
"Puebla","2.18"
"Tlaxcala","2.12"
"Guanajuato","2.07"
"México","1.74"
"Baja California","1.45"
"San Luis Potosí","1.33"
"Guerrero","1.21"
"Michoacán de Ocampo","1.10"
"Yucatán","0.31"
"Morelos","0.00"
"Chiapas","0.00"
"Campeche","0.00"
