"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","38.09"
"Michoacán de Ocampo","33.33"
"Nuevo León","22.03"
"Puebla","21.73"
"Oaxaca","16.66"
"Ciudad de México","16.17"
"Baja California","16.12"
"Veracruz de Ignacio de La Llave","14.89"
"Chihuahua","11.42"
"Coahuila de Zaragoza","11.11"
"Zacatecas","11.11"
"Jalisco","10.75"
"San Luis Potosí","10.52"
"Tamaulipas","10.41"
"Tabasco","9.80"
"Yucatán","8.00"
"Hidalgo","7.69"
"México","7.63"
"Guanajuato","7.40"
"Durango","6.66"
"Sinaloa","1.96"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Guerrero","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Campeche","0.00"
"Colima","0.00"
