"Estado","% Ocupación"
"Chihuahua","58.55"
"Aguascalientes","42.26"
"Baja California","37.01"
"Sonora","35.51"
"Durango","34.09"
"Coahuila de Zaragoza","30.55"
"Nuevo León","30.00"
"San Luis Potosí","21.75"
"Sinaloa","21.34"
"Guanajuato","17.58"
"Ciudad de México","16.80"
"Puebla","16.71"
"Baja California Sur","13.72"
"Tamaulipas","12.40"
"Nayarit","11.76"
"Zacatecas","10.52"
"Jalisco","10.04"
"Querétaro","9.31"
"Hidalgo","7.56"
"México","7.28"
"Quintana Roo","7.08"
"Morelos","5.94"
"Michoacán de Ocampo","5.63"
"Veracruz de Ignacio de La Llave","5.57"
"Colima","4.85"
"Guerrero","4.51"
"Oaxaca","3.48"
"Tabasco","2.68"
"Tlaxcala","1.80"
"Yucatán","1.39"
"Chiapas","1.21"
"Campeche","0.91"
