"Estado","% Ocupación"
"Colima","84.39"
"Hidalgo","82.16"
"Puebla","78.71"
"Veracruz de Ignacio de La Llave","77.43"
"Durango","72.66"
"Nuevo León","70.61"
"Guerrero","70.09"
"San Luis Potosí","69.78"
"Tlaxcala","66.66"
"Ciudad de México","63.68"
"México","63.53"
"Nayarit","61.80"
"Oaxaca","61.00"
"Zacatecas","60.00"
"Jalisco","59.71"
"Sonora","58.59"
"Tabasco","56.96"
"Morelos","56.65"
"Michoacán de Ocampo","55.44"
"Querétaro","53.37"
"Aguascalientes","50.31"
"Quintana Roo","49.86"
"Tamaulipas","49.81"
"Coahuila de Zaragoza","49.25"
"Baja California Sur","49.00"
"Sinaloa","43.35"
"Guanajuato","27.48"
"Baja California","23.09"
"Chiapas","19.48"
"Yucatán","18.64"
"Campeche","16.06"
"Chihuahua","15.98"
